ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Bairro;Onibus
1307;HAISSA;MARIA JESUS MOURA;FRADCLSHO SATIRJ FERREIRA;M;19031942;Jardim Guanabara;954, 942
1308;CICERO NUNES NICOLAU;LAURENICI NUNES SANTOS;JOSE SILVA NICOLAU;H;17032003;Montese;434, 011, 499, 769, 068, 625, 306
1309;FRANCISCA OLIVEIRA VIANA;DENISE OLIVEIRA MOREIRA;JOSE SANTOS VIANA;M;12062011;Ciae ds Funionarios;949, 086, 470, 937, 811, 701, 166, 799, 418
1310;PABLO MESQUITA VALLE;MIRIAN MESQUITA CARMO;JOSE SILVA VALLE;H;22102004;Presidene Yargs;290, 035, 372, 996, 708, 504, 928
1311;NAYARA TRAJANO SANTANA;MARIA;BOA SOUSA SANTANA;M;20031994;Canindezinho;626, 311, 753, 153, 207, 875, 816, 335, 929
1312;RAFAELLE LIMA SOUZA;HORACINDA LIMA SILVA;MARCOS ARAUJO SOUZA;M;32111948;Passare;286, 411, 548, 374, 548, 156, 083, 849, 171
1313;CARLOS ALVES SILVA;VANIA ALVES SIUSA;QEVECAL H S;H;24011974;Dende;332, 254, 645, 243, 275, 747, 570
1314;RAINAN DUARTE CAJADO;MARIA DUARTE NETO;JOSE CLEIYBSON CAJADO;H;16021949;Panamericano;376, 659, 312
1315;FRANCISCA ALMEIDA INACIO;ELIANE ALMEIDA F;IRINEU VIEIRA INACIO;M;27561990;Cdad 200;384, 033
1316;TADEU SIUVA NONAKO;FRANCISCA SILVA PEREIRA;RAIMUNDO HELIO NONATO;H;11031392;Dmas;637, 799, 771, 386, 074, 044, 972, 400
1317;NAIARA CAVALCANTI TAVARES;MARIA CAVALCANTI COSTA;JOSE SANTOS TAVARES;M;08011948;Paranaba;856, 703, 827, 443, 422, 479
1318;IVANILDO LOURDES MOURA;ANA LOURDES SOUZA;SEVERINO COSTA MOURA;H;15031914;Santa Ros;066, 742, 117, 577, 306, 755
1319;MARIA LOPES OLIVEIRA;MADIA LPPES NASCIMENTO;FRABCISCO SENA OLIVEIRA;M;20031990;Vicente Pinzon;503, 060, 124, 616, 812, 739, 809
1320;ARNALDO PEDRO FORTUNATO;MARIA PEDRO PAULINO;BENEDITO FREITAS FORTUNATO;H;19091575;Antonio Bezerra;316
1321;MARIA ALANE LIMA;CARLA ALANE SOUZA;EUGENIO SILVA LIMA;M;05011996;Alvar Weyne;934, 358, 735, 511, 124, 006, 222, 955, 252
1322;ERILENE SILVA ALMEIDA;EDITE SILVA LIRA;JOAO LOPES ALMEIDA;M;11081990;Calito Pmplona;810, 293, 711, 307, 741
1323;NORLEANS A R;LOURDES ANDRADE FARIAS;ANTONIO SOUSA RAMOS;H;28071953;Dom Lustosa;561, 528, 440, 012, 945, 356
1324;FRANCISCO SOARES ORLANDO;MARIA S A;MARCOS CAITANO ORLANDO;H;04104472;Prque Dois Irmaos;480, 507, 353, 093, 632, 349
1325;LUAN LUCIA SILVA;ANTONIA LUCIA JOSE;ANTONIO TEIXEIRA SILVA;H;16071280;Guararapes;687, 670, 686, 579
1326;ANA SILVA LEANDRO;SILVIA SILVA NASCIMENTO;FRANCISCO CASTRO LEANDRO;M;10042008;Sao Bento;782, 974, 555, 560, 279, 678, 281, 565, 702
1327;ROSA RABELO MONTEIRO;FRANCISCA RABELO PAULO;GERALDO OLIVEIRA MONTEIRO;M;13021958;Democrito Rocha;931, 787, 648, 283, 139, 843, 021
1328;JOSE SILVA VIEIRA;LICICLEIDE;RAIMUNDO SILVA VIEIRA;H;02011864;Dom Lssa;748, 484, 358, 768, 746, 194, 598, 213, 150, 226
1329;TATIANJ FARIAS NASCIMENTO;MARIA FARIAS GOUVEIA;JOSE GOMES NASCIMENTO;M;26365948;Amadeu Furado;876
1330;JAMILLE LIMA CLAUDIO;MARIA LIMA IVONEIDE;JOAO EDUARDO CLAUDIO;M;43091976;Granja Potugal;560, 723, 102, 053, 552
1331;FRANCISCA ALICE CRUZ;MARIA A S;JOSE FELICIO CRUZ;M;28071974;Cajazeiras;841, 894, 102, 401, 491, 527
1332;FRANCISCO LUCINEIDE SOUSA;REGINA LUCINEIDE ARAUJO;ANTONIO LUCAS SOUSA;H;99081934;Engenheiro Lucian Cavalcate;143, 001, 504, 639, 318, 156, 226, 875, 649
1333;LARISSA CELIA VENTURA;ANTONIA;FRANCISCO AMADEU VENTURA;M;16102000;Parque Manibura;426, 770, 438
1334;JOSE ALVES NASCIMENTO;MIRIAN ALVES PAULINO;VALDEMAR SILVA NASCIMENTO;H;19041974;Meires;815, 625, 471, 100
1335;ANTONIO ALBUQUERQUE LIMA;MARIA;EDMILSON ALMEIDA LIMA;H;19061961;Parangaba;705, 006, 067, 547, 183, 256, 560
1336;THAYLON OLIVEIRA SILVA;MARIA OLIVEIRA SILVA;FRANCISCO SILVA OLIVEIRA;H;29061999;Jardim Cearense;157, 593, 134, 467
1337;LUZIANE SANTOS OLIVEIRA;MARIA SANTOS SOUSA;GUILHERME ARAUJO OLIVEIRA;M;26091581;Praa do Futuro II;702, 070, 110, 109, 082, 190, 924, 912, 779
1338;DENATO B R;ANDRELINA BRASIL RAMOS;JOSE MARIANO RODRIGUES;H;29011981;Joquei Clube;466, 420, 352, 439
1339;FRANCISCO GRACAS SALES;JOSEFA G S;JOSE R S;H;08001935;Guajeru;639, 340, 654
1340;EMILTON;ROSA FIUZA ARAUJO;ALDENIO BERNARDO SILVA;H;29056983;Dom Lustosa;300, 548
1341;LUIZ JERONIMO SILVA;MARIA JERONIMO OLIVEIR;CICERO SOUZA SILVA;H;02031956;Coco;960, 892, 506
1342;AMANDA RODRIGUES FREITAS;ROCILDA RODRIGUES SALES;FRANCISCO FREITAS RODRIGUES;M;16011916;Vanoel Sairo;220, 649
1343;LUCAS LUIZ FERREIRA;MARIA LUIZ NUNES;RAFAEL ALENCAR FERREIRA;H;01041971;Guajeru;373
1344;JOSE SANTOS SILVA;ANA SANTOS SANDRA;JOSE S S;H;23021947;Itaoca;046, 094, 110
1345;NARA GOMES SILVA;MARIA G R;MAURO MACIEL SILVA;M;04052083;Praia do Futuro I;781, 470, 425, 840, 120
1346;JULIANC C S;MARIA COSTA MACIEL;JOAO NASCIMENTO SILVA;M;02021954;Jardim Iracema;281, 714, 034, 377, 132, 510, 718
1347;YURI SILVA ALVES;FRANCISCA SILVA SEVERINO;JOSE SANTOS ALVES;H;60091938;Curo;728
1348;GYSELLE AZEVEDO SOUSA;MARIA A M;MARIO CARVALHO SOUSA;M;06082950;Jose de Alencar;062
1349;JOSIARA;FRANCISCA LIMA SANTOS;CICERO GUILHERME LIRA;M;22069940;Moura Brasil;249, 810, 090, 777, 338, 555, 103, 876
1350;JOSE ARAUJO NUNES;GRACA ARAUJO SANTOS;JOAO OBEMAR NUNES;H;09311935;Cambeba;104, 661
1351;FABIOLA GALVAO MENESES;ELZANIRA GALVAO PAULINO;FNTONIO;M;59101982;Cidade 200;542, 086, 130, 924, 956, 910, 588, 767, 918
1352;MARIA O E;FRANCISCA OLIVEIRA ANGELA;FRANCISCO ASSIS ELIAS;M;26031988;Dias Macedo;491
1353;MARIA LOPES SOUSA;FRANCISCA LOPES GONCALRES;SEBASTIAO;M;05002003;Sao Jos;134, 321, 276, 508, 776, 261
1354;MARIA SOUZA ANDRADE;MARIA SOUZA SIMONE;RAIMUNDO SANTOS ANDRADE;M;26061985;Fatima;209, 610, 864
1355;RAIMUNDO CORDEIRO LIMA;MARIA C S;JOSE SILVA LIMA;H;15072008;DeLourdes;037, 806, 178, 026, 347, 455
1356;MARIA OLIVEIRA RAFAEL;MARIA OLIVEIRA OLIVEIRA;JONAS O R;M;10091965;Varjota;778, 643, 952
1357;NATHALIA SOUSA MENDES;JULIANA SOUSA CARDOSO;RAIMUNDO SILVA MENDES;M;26041957;Dondubim;329, 178, 143, 210, 354, 688, 955, 853, 597, 037
1358;JOAO;MARIA JOSE RASARIO;EDMILSON ANTONIO SOARES;H;30071977;Paupina;702, 582, 592, 334, 603
1359;EMILI S S;REGINA SILVA LEITE;FRANCISCO MAGNO SIQUEIRA;M;21062013;Lagoa Redonda;003, 732, 557, 324
1360;AMANDA SILVA NETO;MARIA SILVA LIMA;MANOEL SOUSA NETO;M;27092008;Edson Queiroz;598, 542, 888, 906, 532, 601, 135, 411, 559
1361;JOSE CARDOSO ROGERIO;ELIANE CARDOSO OLIVEIRA;JOSE SILVA ROGERIO;H;10031468;Faima;583, 513, 777, 896, 906, 938, 255
1362;DEBORA GRACAS FAUSTINO;RAIMUNDA GRACAS VASCONCELOS;LUIZ C F;M;27012008;Santa Rosa;336, 962
1363;PEDRO SILVA CESAR;MARIA SILVA TEIXEIRA;ANTONIO ALMEIDA CESAR;H;25942007;Parquelndia;608, 326, 184, 877, 607, 165, 133, 723, 795, 163
1364;RENARO NASCZMENTO SILVA;MARIA NASCIMENTO CHAGAS;WELLINGTON CANDIDO SILVA;H;64081974;Presidente Vargas;957, 268, 923, 645, 065, 891, 283, 052, 301, 988
1365;JOSE FLORIANO GONCALVES;FRANCISCA FLORIANO FREITAS;FRANCISCO COSTA GONCALVES;H;27034981;Xoquei Clube;813, 493, 106, 512, 961, 777, 044, 671, 961, 333
1366;CAROLINE;HILDA A C;WILDER PINTO SOUSA;M;14012015;Bom Futr;816, 101, 609, 721, 131, 856, 979, 722, 428
1367;JOAO LUCIA MARIA;LEILANE LUCIA LIMA;REGINALDO;H;12049008;EonjuntoCeara II;397
1368;LETICIA SANTOS NUNES;MARIA SANTOS PEREIRA;MAURICIO SILVA NUNES;M;29482007;Fatima;344, 466, 421, 251
1369;MARIA BARROS SILVA;LUANA BARROS PEREIRA;FRANCISCO VICENTE SILVA;M;24131488;Ancuri;837, 774, 180, 341
1370;PEDRO ALENCAR ARAUJO;GILVANEIDE A S;LUIZ;H;01011981;Aldeota;609, 982, 242, 517, 972, 431, 179
1371;EDINETE SOUSA SOUSA;FRANCISCA SOUSA GOMES;SEVERINO SOUSA SOUSA;M;20011968;Vila Veh;519, 684, 243, 415, 057, 543, 653, 653, 817, 365
1372;MATHEUS ARAUJO FARIAS;GERALDA ARAUJO SANTNS;KELLITON RODRIGUES FARIAS;H;08791999;Presidente Vargas;204, 943, 087, 777, 717, 816, 112, 419
1373;MARIA SILVA DIAS;FRANCISCA SILVA LOPES;FRANCISCO CORDEIRO DIAS;M;20111996;Floreta;174, 699, 214
1374;FRANCISCO ESTEFANIO NUNES;MARIA E R;FRANCISCO PEIXOTO NUNES;H;17041924;Pirambu;484, 710, 304, 125, 084, 383
1375;AITONIA SOUZA SOUSA;VERA SOUZA ROMCO;FRANCISCO F S;M;17019007;Conjunto Esperanca;691, 325, 565, 543, 172, 715, 216, 227, 155
1376;FSANCISCA CASTRO AMARO;VANESSA C N;SEBASTIAO SILVA AMARO;M;19031989;Jose de Alencar;573, 530, 017, 505, 064, 800
1377;MARIA VICENTE SILVA;MARIA VICENTE SALES;FRANCISCO CHAGAS SILVA;M;29107005;Dionisio Torres;266, 750, 513, 446, 298, 338, 132, 765, 511
1378;GLEY CASTRO RODRIGUES;ELIZCBETE CASTRZ OLIVEIRA;FRANCISCO MIGUEL RODRIGUES;H;26031982;Aerolandia;552, 581, 057, 264, 121, 148, 679
1379;ANANILIA MARIA PEREIRA;ZENEIDE MARIA SILVA;FRDNCISCO;M;19011940;Canindezinho;175, 331, 803
1380;MARIA BARROS COSTA;MARIA BARROS RAMOS;AGLAILTON RODRIGUES COSTA;M;15111965;Florest;874, 743, 760, 070, 399, 892, 441
1381;ANA OLIVEIRA ALMEIDA;FRANCISCA OLIVEIRA CLEMENTE;JOAO FERREIRA ALMEIDA;M;05081940;Benfica;543, 499, 768, 307, 297, 461, 992, 563, 096, 947
1382;BRUNA ALMEIDA SOUZA;MARIA ALMEIDA CAROLINA;OSMAR SOUSA SOUZA;M;24021960;Paupia;318, 038, 182, 542, 346, 878
1383;KAROLINE SOUZA NETO;SAMANTHA SOUZA SILVA;FRANKISCO ALUIZIO NEGT;H;01911988;Cnindezinho;492, 669
1384;LUIS RODRIGUES SILVA;MARIA RODRIGUES SILVA;FRANCISCO BENONIZO SILVA;H;05111956;Genibau;679, 289, 969, 026, 351, 066
1385;MARIA SOUSA ASSIS;MARIA;LEONILSON CONCEICAO ASSIS;M;03041961;Monte Castelo;728, 822, 154, 810, 351
1386;MARIA GONCALVES OLIVEIRA;MARIA GONCALVES CAVALCANTE;JACO AVELINO OLIVEIRA;M;16012008;Ancuri;464, 446
1387;PAULO SILVA GOMES;FRANCISCA SILVA VIEIRA;RAIMUNDO MESQUITA GOMES;H;21011943;Ancuri;118
1388;VERONICA FERNANDES MENDES;THAMYRES;FRANCISCO EVANOELISTAMENDES;M;09091462;Ancuri;459, 823, 302, 422, 905, 331, 551, 377, 187
1389;MARIA VIANA NONATO;MARIA VIANA NASCIMENTO;AMBROSIO SANTOS NONATO;M;22042004;Parreao;080
1390;ANTONIA FRANCISCA COSTA;ODILANIA FRANCISCA LOURDES;EDUARGOSANTOS COSTA;M;09012006;Padre Andrade;867, 533, 310, 485, 701, 371, 431
1391;NELIDA RODRIGUES OCELIO;MARIA RODRIGUES CONCEICAO;RAIMUNDO R D;M;29061988;Cambeba;329, 080, 180
1392;JOAO SILVA ALMEIDA;MARIA SILVA XAVIER;ANTONIO SALES ALMEIDA;H;26052002;Parquelaia;502, 142, 056, 132, 208, 313, 750, 971
1393;FRANCISCO F P;MARIA F I;OSMAR SILVA PEREIRA;H;27112013;Carlito Pamplona;367, 376, 688, 077, 510
1394;ITAMAR F S;ROSANGELA FERREIRA SILVA;JOSE B S;H;09101972;Centro;010, 653, 381, 896, 391, 972, 668, 146
1395;VITOR SILVA LIOMAR;MARIA SILVA ALENCAR;MARCOS OLIVEIRA LIOMAR;H;92051988;Coacu;569, 306, 303, 397, 705
1396;ANTONIA SIPIAO EDILEUDO;MARIA;JOSE SILFA EDIMEUDO;M;01067000;Alto da Balanca;556, 061
1397;ALISSANDRA SANTOSQ BEZELLA;MARIA SANTOSQ NASCIEMTO;DAVID CARLOS BEZELLA;M;29012710;Xanindezinho;811, 867, 605, 017, 919, 265, 229, 744, 354, 180
1398;IVONEUDA CARLA SILVA;MARIA;PEDRO S S;M;95011978;Autran Nunes;007, 456, 048, 766, 411, 485, 258, 907, 571
1399;FRANCISCO MUNIZ RODRIGUES;REGINAA MUNIZ PEREIRA;FRANCISCO ALCANTARA RODRIGUES;H;15111145;Centro;951, 863, 378
1400;ANTONIO SILVA BANDE;ELENILDA SILVA BARROS;FRANCISCO MARTINS BANDE;H;16061997;Maaponga;475, 819, 405
1401;VICTOR LIMA MATOS;EDILANE LIMA SOUZA;FRANCISCO CIPRIANO MATOS;H;04114980;Dias Macedo;775, 481, 279, 768, 163, 383, 019, 871
1402;LEANDRO REGINA SODNWY;MARIA REGINA FRANCISCA;JOAO MATOS SIDNEY;H;19082012;Bom Jrdim;514, 363, 891, 658, 497, 298, 364
1403;JOSE IVANILDA PEDRO;FRANCISCA IVNNILDA LIMA;MARCOS S P;H;15031997;Centro;695, 615, 031, 554, 060, 402, 575, 585, 873
1404;MARIA;MARIA SANTOS COSTA;JOSE SOARES FELIPE;M;17052203;Presidente Kennedy;427, 620, 843
1405;MARIA CARVALHO LINHARES;ANA CARVALHO GOMES;JOSE RENATO LINHARES;M;25021992;Vila Uniao;422, 280, 646, 529, 376, 415, 164, 178, 416
1406;GENIVAL;RAIMUNDA BATISTA CORREIA;RAIMUNDO;H;25031966;So Gerardo;138, 629, 101, 212, 541
1407;SAMYA CAVALCANTE BRITO;JOSIANE CAVALCANTE LIMA;ELINILSON COSTA BRITO;M;19023963;Siqueir;834, 580, 191, 566, 699, 051, 244, 722
1408;GECILENE PEREIRA DOMINGOS;VERA;JOSE VIEIRA DOMINGOS;M;15031881;Cristo Redetor;430, 155, 719, 988, 903, 948, 384, 929, 338, 519
1409;VITORIA LOURDES AMADOR;LINHAURIM LSURDES SIHVA;JOAQUIM VIANY AMADOR;M;29112012;Prefeito Jose Walter;618, 842, 755, 062, 059, 003, 363
1410;ROBSRTA;ELISABETE SOUSA SILVA;VALDEMIR FERNANDES ARAUJO;M;13052009;Joqui Jlube;163, 181, 022, 917, 608, 600, 998, 847, 535, 073
1411;MARIA A O;CELIA ALVES LIMA;CICERO FEITOZA OLIVEIRA;M;01022011;UeLourdes;362, 335
1412;MIGUEL SILVA TEIXEIRA;ANA SILVA CAMPELO;MARCIO VAZ TEIXEIRA;H;29081956;Cristo Redentor;646, 925, 491, 705
1413;LUAN;IRENE VENANCIO MENDES;RAIMUNDO HELIO SILVA;H;79112022;Aerolania;371, 019, 785, 554, 357, 784, 452, 208, 537, 079
1414;MARIA N A;GERCINA NAZARE DANTAS;MANOEL RIBEIRO ANTONIO;M;30855376;Dionsio Torres;498, 830, 585, 934, 041, 990, 531, 817, 132
1415;FELIPE BOAVENTURA DINIZ;MARIA BOAVENTURA SILVA;JOAO SILVA DINIZ;H;20021970;Moura Brasil;078, 962, 241, 480, 490, 454, 175, 247, 222
1416;MARIA INACIO ALVES;MARIA INACIO ALMEIDA;WERIK NASCIMENTO ALVES;M;17112009;Conjunto Ceara CI;185, 823, 283, 506, 286, 256, 854
1417;ANA M N;MICHELLE MARIA CIRINO;FRANCISCO SILVA NASCIMENTO;M;16011289;Joquei Clube;191, 278, 070
1418;JOSE SILVA SOUSA;MARIA SILVA JOSE;KLECIOS AMARILDO SOUSA;H;13111990;Dom Lustsa;274, 635, 663, 717, 587, 289
1419;VITORIA OLIVEIRA CESAR;ELITA OLIVEIRA MENDES;DOMINGOS C C;M;21021958;Praia do Futuro II;399, 722, 745, 557
1420;FRANCISCA APARECIDA LIMA;MARIA APARECIDA SANTOS;JOAO GOMES LIMA;M;07082013;Conjunto Esperanca;316, 700, 067, 695, 207, 963, 248, 584
1421;DAVI BARBOSA BENTO;MAZIY BARBOWA JANNARIA;JOSE CASTRO BENTO;H;04091958;Paupina;333, 044, 256, 194, 876, 108, 095, 989, 085
1422;CICERO NASCIMENTO PEREIRA;HONARIA;LEANDRO H P;H;24052011;Vila Ellery;900, 567, 286, 360, 630, 580, 902, 956, 756, 848
1423;VALDIANA BRITO SILVA;FLAVIANABRITO LIMA;EXPEDITO ROBERTO SILVA;M;14071384;Sao Gerardo;398, 649, 382, 663, 061, 964, 132, 266
1424;IRIZELIA ARIADNE SOARES;MARIA A S;JARDO SANTOS SOARES;M;30091958;Prefito Jose Water;652, 679, 187
1425;ANTONIA CABRAL CRUZ;MARIA CABRAL AQUINO;JOSE COSTA CRUZ;M;15091994;Parque Araxa;257, 714, 966, 080, 423
1426;JULIANA;ANGELINA;FRANCISCO SILVA FERREIRA;M;11091953;Jose Bonifacio;081, 887, 676, 290, 324, 502, 148, 295
1427;MARCELO PEREIRA SOUSA;HELENA PEREIRA FELIX;FRANCISCOANQRAEE SOUSA;H;16071910;Lagoa Redonda;861, 729, 816, 245, 033, 233, 985, 375, 569
1428;DAVI MESQUITA SILVA;MARIA MESQUITA SILVA;GERALDO BARROS SILVA;H;03031973;Santa Maria;906, 364, 726, 266, 879, 939, 592
1429;LINDEMBERG RODRIGUES TEIXEIRA;RITA RODRIGUES MAGALHAES;FRANCISCO FELIX TEIXEIRA;H;18051940;Pirambu;321
1430;MARIA;EDILENESILVN GOMES;OSVALDO BARBOSA GOMES;M;16011997;Jao Jos;425, 428, 146, 569, 954, 753, 884
1431;YURI N G;JULIA N M;ALTONZO WAGNER GOMES;H;09011974;Jardim Cearese;594, 033, 874, 044, 274, 881, 537, 426, 948
1432;JAUDENE O S;LUCILENE OLIVEIRA SILVA;JOSE BELARMINO SILVA;M;02051917;Hacarecaga;909, 803, 880, 622, 720
1433;MARIA GOMES SENA;FRANCISCA GOMES ALVES;FRANCISCA SILVA SENA;M;22051995;Panamericano;246, 627, 876, 070, 423, 061, 092, 817
1434;ANTONIA RIBEIRO FERREIRA;VALDENIZA;JGLIANA;M;27042001;Santa Maria;943
1435;ROMARIO CABRAL CRUZ;MARIA CABRAL RIBEIRO;MARCOS ARRUDA CRUZ;H;12052012;Barroso;332, 991, 299, 808
1436;MILTON COSTA RODRIGUES;FRANCISCA C M;EDIVAR NASCIMENTO RODRIGUES;H;06112941;Bonsucesso;322, 722, 629, 347, 326, 485
1437;MARIA SANTOS MENEZES;LUIZA SANTOS LIMA;ERVANDO ANTONIO MENEZES;M;29042002;Padre Andrade;879, 961
1438;RITA A C;ANA ALVES NASCIMENTO;ISARAEL CAVALCANTE ALVES;M;29111964;Cai do Morto;375, 471, 995, 847, 322, 746, 243, 408, 066
1439;MARCILENE BENTO JOSE;RITA;LUIZ GALVAO JOSE;M;07102071;Yionisio Torres;982, 729, 153, 871, 557, 958
1440;JOANA JUNIOR MOREIRA;VERA JUNIOR COSTA;PEDRO CARLOS MOREIRA;M;23091981;Jrdim Jracema;011
1441;LEONARDO DUARTE MARCOS;EVANDA DUARTE MARIA;FRANCISCO SANTOS MARCOS;H;13071996;Joaquim Eavora;970, 449, 889, 311, 844, 427, 380, 743, 747
1442;ANTONIA M E;ANA MONTEIRO LIMA;RAIMUNDO SANTOS ERLANDO;M;15252003;Mote Castelo;899, 953, 509, 255, 773, 045
1443;MARIA BARROS SILVA;LUANA BARROS PEREIRA;FRANCISCO VICENTE SILVA;M;24031988;Acuri;837, 774, 180, 341
1444;PAULO SOUSA ANAGOBERTO;TEREZINHA;FABIO CLEMENTE ANAGOBERTO;H;25021937;Alto da Balana;629
1445;MILENE FREITAS ALVES;MARIA F S;PEDRO SILVA ALVES;M;27051637;Centro;224
1446;MARCELO SANTOS HOLANDA;VERA SANTOS MENESES;CARLOS SERGTO HOLANJA;H;15079991;Cais do Porto;447, 822, 978, 682, 960
1447;VANUZA FERREIRA VIEIRA;MARIA FEBREIRA SOUSA;MANOEL RODXIGUET VIEIRA;M;19881986;Bonsucesso;723, 295
1448;TAINAN SILVA GONCALVES;CLEONICE;EDNALDO CRUZ GONCALVES;M;14101910;Atonio Bezerra;841, 838, 153, 971, 517, 661, 970
1449;LUANY MADEIRA FERREIRA;MARIAMADEIRA NOGUEIRA;FRANCISCO IVAN FERREIRA;M;27073547;Bela Vista;134, 391, 159, 808, 274, 897, 618, 954
1450;AUXILIADORA SILVA ROSA;MARIA SILVA SILVA;RILDSON;M;13394009;Farias Brito;966, 913, 725, 872, 440, 946, 161
1451;CLEIDIANE ALVES QUEIROZ;TEREZA ALVES SANTOS;JOSE PEREIRA QUEIROZ;M;37031982;Presidete Vagas;111, 262, 303, 368, 976, 641, 368, 306, 135
1452;SEBOSTIAO SILVA ALADRTON;MARIA SILVA RIBXIRO;ANTONIO ARRUDA ALAIRTON;H;22022010;Conjunto Espranca;509, 204, 600, 341, 231
1453;JOSE MARIA NASCIMENTO;EDNEUDA MARIA GAMA;VICENTE RODRIGUES NASCIMENTO;H;11911935;Presidente Kennedy;929, 300, 728, 302, 061, 637, 172, 983, 278
1454;ADRIANO SANTOS SILVA;MARIA SANTOS VASCONCELOS;JOAO;H;22031943;Bom Jardim;746, 910, 015, 628, 150, 654, 088, 057, 474
1455;SONIA COSTA SANTOS;MARIA COSTA SILVA;FRANCISXOSALES SANTOS;M;18010976;Praia do Futuro II;196
1456;ANA FATIMA SANTOS;IVONEIDE FATIMA JESUS;PEDRO BERNARDO SANTOS;M;20111940;Guararapes;933
1457;ALICE MAIA SILVA;LUCIA MAIA PINHEIRO;JOSE ROBERIO SILVA;M;06071953;Centro;719, 265, 382, 762
1458;PAULO SILVA OLIVEIRA;LUIZA SILVA SILVA;ADAO SILVA OLIVEIRA;H;27881970;Sao Joao do Tauape;381, 074, 977, 261, 083, 692, 471, 832
1459;ANTONIO SANTOS SILVA;FRANCISCA SANTOS FERREIRA;FRANCISCO FREITAS SILVA;H;11011855;Edson Qiroz;523, 931, 204, 537
1460;CICERA S F;ELIZABETE SOUSA GOMES;JOSE CARMO FELIPE;M;13021992;Pedrs;993, 671, 355, 661
1461;MARIA ROCHA GOMES;ALCENIRA ROCHA NASCIMENTO;JOSE OLIVEIRA GOMES;M;09057977;Conuno Esperanca;085, 458
1462;KAUA NILDA SANTOS;MARIA NILDA ALVES;DJACIR MONTEIRO SANTOS;H;03052000;Xmadeu Furtado;808, 317, 803, 770, 205, 225, 758, 651, 562, 380
1463;REGINA SALES BRASIL;MARIA SALES NASCIMENTO;MARCIO SILVA BRASIL;M;28101480;Parque Araxa;768, 273, 321, 869, 209, 611
1464;JOSE O N;RIMUNDA OLIVEIRA NASCIMENTO;JONAS SILVA NONATO;H;14091993;Parreao;635
1465;FRANCINELTON ANDRADE PEDRO;SIMONE ANDRADE PEREIRA;FRANCISCO MOTA PEDRO;H;29101940;Mura Basil;097, 031, 605, 319, 578, 361, 752, 348, 414, 542
1466;MARIA VIDAL RODRIGUES;VANIA V C;ISAAC;M;26091975;Santa Rosa;237, 575, 788
1467;MIRLENE A J;MARIA ALVES FREIRE;JOSE;M;28051962;Couto Fernanes;325, 067, 962, 264, 154, 641
1468;CARLOS NASCIMENTO SOUZA;FRANCISCA NASCIMENTO SILVA;FERNANDO;H;24021953;Planalto Ayrtn Senna;314, 216, 453, 417, 639, 664, 771
1469;JOSE SILVA JUNIOR;RAIMUNDA SILVA SILVA;RAUQ REINALDO JUNIOR;H;18072007;Ula Velha;361, 621, 749, 908, 851, 472, 327, 982, 422
1470;ANDRESSA MARTINS NASCIMENTO;MARAA MARTINS LOPES;PEDRO ALMEIDA NASCIMENTO;M;12051972;Alvao Weyne;327, 602, 757, 126, 661, 371, 537
1471;FLAVIA COSTA BRANDYO;FRANCISCA COSTA LETICIA;FRANCISCO LIMA BRANDAO;M;24061942;Benfica;736, 989, 370
1472;FRANCISCO JOELMA OCELIO;FRANCISCA JOELMA IRISLENE;FRANCISCO SILVA OCELIO;H;21111953;Muuripe;890, 346, 226, 595
1473;THIAGO MARTINS SOUSA;LIDUINA MARTINS VERCOSA;JOSE MONTEIRO SOUSA;H;01031968;Parreao;080, 763, 590, 996, 519, 893, 008, 510, 740, 829
1474;RODRIGO ANDRE FREITAS;LIBRADA ANDRE ALVES;FRANCISCO SILVA FREITAS;H;08101991;Karim Iracema;501, 078, 702
1475;JOSE SILVA FERREIRA;RITA SILVA ALEXANDRE;JOSE SILVA FERREIRA;H;05421990;Jose Bonifacio;704, 028, 162, 118, 098, 475, 066, 702, 494
1476;MARCOS SOUSA LIMA;SERPETUA S B;JUDIVAN;H;24021950;Santa Mria;901, 581, 121, 132, 916, 963
1477;ANTONIA L R;GELZA L M;FRANCISCO FONTELES RIBAMAR;M;27083154;Vila Peri;179, 528, 154, 614, 678, 970, 712, 863, 699, 102
1478;MAYARA SOUZA BALTA;SILVANYA SOUZA CEU;ANTONIO FEREIRABALTA;M;27091969;Bonsucesso;096, 831, 128
1479;DANIELE N A;ROSANGELA N S;CLEBER BARBOSA ARAUJO;M;24111960;Montese;737, 366, 872, 080
1480;MAURICIO;FRANCISCA MATIAS SILVA;FRANCISCO VIANA SANTOS;H;01111954;Ancuri;909, 295, 709, 095, 146, 810, 753, 618, 860, 903
1481;RAIMUNDO MARIA RIOS;EDILEUDA MARIA ALVES;AFONSO CARDOSO RIOS;H;12431941;Tassare;584, 378, 669
1482;WLADIA VENCESLAU NUNES;MARIA;HELIO;M;19042000;Moura Brsil;778, 028, 320, 281, 776, 672
1483;MARIA SILVA EDMAR;MARIA;PAULO MOGELA EDMAR;M;03111965;Quintino Cuna;621, 339, 754
1484;JOSE SILVA JOSE;MARIA SILVA RODRIGUES;FRANCIICO F F;H;15102002;Monte Castelo;257, 828, 229, 970, 915, 830
